text,subject,body,label
"Weekly Newsletter - Product Updates Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",Weekly Newsletter - Product Updates,"Hey, are you free for lunch on Thursday? Thought it'd be nice to catch up before the quarter wraps up.",0
Notes from Today's Standup Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Notes from Today's Standup,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Welcome to Our Community! Please find attached invoice #1841 for services rendered in August. Payment is due within 30 days per our standard terms.,Welcome to Our Community!,Please find attached invoice #1841 for services rendered in August. Payment is due within 30 days per our standard terms.,0
"Your PayPal Account Has Been Limited Dear Customer, we have detected suspicious activity on your account. Click here http://bankofamerica-alert.co/secure immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your PayPal Account Has Been Limited,"Dear Customer, we have detected suspicious activity on your account. Click here http://bankofamerica-alert.co/secure immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
Confirm Your Identity to Avoid Account Closure Act now! Your password expires today. Verify your credentials immediately at http://secure-paypal-update.tk/login or you will lose access to your account.,Confirm Your Identity to Avoid Account Closure,Act now! Your password expires today. Verify your credentials immediately at http://secure-paypal-update.tk/login or you will lose access to your account.,1
Reminder: Project Deadline Next Friday Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Reminder: Project Deadline Next Friday,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Your Netflix Subscription Payment Was Declined This is your final notice. Failure to verify your account at http://irs-refund-claim.net/form within 24 hours will result in permanent suspension.,Your Netflix Subscription Payment Was Declined,This is your final notice. Failure to verify your account at http://irs-refund-claim.net/form within 24 hours will result in permanent suspension.,1
"Your Netflix Subscription Payment Was Declined Dear user, our records show a failed delivery attempt for your package. Click http://secure-paypal-update.tk/login and pay a small redelivery fee to reschedule.",Your Netflix Subscription Payment Was Declined,"Dear user, our records show a failed delivery attempt for your package. Click http://secure-paypal-update.tk/login and pay a small redelivery fee to reschedule.",1
"Immediate Action Needed: Verify Your Email URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://netfl1x-billing.com/payment.",Immediate Action Needed: Verify Your Email,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://netfl1x-billing.com/payment.",1
Your Payment Failed - Update Billing Info Immediately Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,Your Payment Failed - Update Billing Info Immediately,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://appleid-verify-secure.info/reset within 48 hours to restore full access.,1
Final Notice: Your Package Could Not Be Delivered Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,Final Notice: Your Package Could Not Be Delivered,Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,1
"Claim Your Free iPhone Before It's Too Late Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://irs-refund-claim.net/form",Claim Your Free iPhone Before It's Too Late,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://irs-refund-claim.net/form",1
Weekly Newsletter - Product Updates Your monthly account statement for 7878 is now available in your dashboard. Let us know if you have any questions about the charges.,Weekly Newsletter - Product Updates,Your monthly account statement for 7878 is now available in your dashboard. Let us know if you have any questions about the charges.,0
IRS Tax Refund Pending - Claim Now Act now! Your password expires today. Verify your credentials immediately at http://bankofamerica-alert.co/secure or you will lose access to your account.,IRS Tax Refund Pending - Claim Now,Act now! Your password expires today. Verify your credentials immediately at http://bankofamerica-alert.co/secure or you will lose access to your account.,1
"Your Flight Itinerary for Next Week Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Your Flight Itinerary for Next Week,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Reminder: Project Deadline Next Friday Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Reminder: Project Deadline Next Friday,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Congratulations! You Are Our Lucky Winner We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,Congratulations! You Are Our Lucky Winner,We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,1
"Your Order Has Shipped Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Your Order Has Shipped,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Thanks for Your Recent Purchase Thank you for registering for the conference. Your confirmation number is 2391. We look forward to seeing you there.,Thanks for Your Recent Purchase,Thank you for registering for the conference. Your confirmation number is 2391. We look forward to seeing you there.,0
Reminder: Project Deadline Next Friday Please find attached invoice #3129 for services rendered in August. Payment is due within 30 days per our standard terms.,Reminder: Project Deadline Next Friday,Please find attached invoice #3129 for services rendered in August. Payment is due within 30 days per our standard terms.,0
You've Won a $1000 Gift Card! Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,You've Won a $1000 Gift Card!,Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,1
"Invoice #4521 for August Services Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Invoice #4521 for August Services,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
"Action Required: Verify Your Account Now URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://netfl1x-billing.com/payment.",Action Required: Verify Your Account Now,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://netfl1x-billing.com/payment.",1
Lunch Plans This Week? Please find attached invoice #5719 for services rendered in August. Payment is due within 30 days per our standard terms.,Lunch Plans This Week?,Please find attached invoice #5719 for services rendered in August. Payment is due within 30 days per our standard terms.,0
Confirm Your Identity to Avoid Account Closure This is your final notice. Failure to verify your account at http://tinyurl.com/verify-now-2024 within 24 hours will result in permanent suspension.,Confirm Your Identity to Avoid Account Closure,This is your final notice. Failure to verify your account at http://tinyurl.com/verify-now-2024 within 24 hours will result in permanent suspension.,1
"Security Alert: Unusual Sign-in Activity Detected URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://irs-refund-claim.net/form.",Security Alert: Unusual Sign-in Activity Detected,"URGENT: Unusual sign-in activity was detected from a new device. If this wasn't you, secure your account now at http://irs-refund-claim.net/form.",1
"You've Won a $1000 Gift Card! Dear user, our records show a failed delivery attempt for your package. Click http://bankofamerica-alert.co/secure and pay a small redelivery fee to reschedule.",You've Won a $1000 Gift Card!,"Dear user, our records show a failed delivery attempt for your package. Click http://bankofamerica-alert.co/secure and pay a small redelivery fee to reschedule.",1
Team Meeting Rescheduled to 3 PM Your monthly account statement for 5520 is now available in your dashboard. Let us know if you have any questions about the charges.,Team Meeting Rescheduled to 3 PM,Your monthly account statement for 5520 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Thanks for Your Recent Purchase Please find attached invoice #8708 for services rendered in August. Payment is due within 30 days per our standard terms.,Thanks for Your Recent Purchase,Please find attached invoice #8708 for services rendered in August. Payment is due within 30 days per our standard terms.,0
"Invoice #4521 for August Services Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",Invoice #4521 for August Services,"Hi team, just a reminder that our meeting has been moved to 3 PM today in the main conference room. Please bring your project updates.",0
Conference Registration Confirmation Thank you for registering for the conference. Your confirmation number is 5728. We look forward to seeing you there.,Conference Registration Confirmation,Thank you for registering for the conference. Your confirmation number is 5728. We look forward to seeing you there.,0
Security Alert: Unusual Sign-in Activity Detected Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,Security Alert: Unusual Sign-in Activity Detected,Act now! Your password expires today. Verify your credentials immediately at http://appleid-verify-secure.info/reset or you will lose access to your account.,1
Lunch Plans This Week? Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Lunch Plans This Week?,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Action Required: Verify Your Account Now Dear user, our records show a failed delivery attempt for your package. Click http://192.168.44.12/verify-account and pay a small redelivery fee to reschedule.",Action Required: Verify Your Account Now,"Dear user, our records show a failed delivery attempt for your package. Click http://192.168.44.12/verify-account and pay a small redelivery fee to reschedule.",1
Team Meeting Rescheduled to 3 PM Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Team Meeting Rescheduled to 3 PM,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Reminder: Project Deadline Next Friday Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Reminder: Project Deadline Next Friday,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
"Final Notice: Your Package Could Not Be Delivered Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://192.168.44.12/verify-account",Final Notice: Your Package Could Not Be Delivered,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://192.168.44.12/verify-account",1
"Updated Company Holiday Schedule Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Updated Company Holiday Schedule,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Notes from Today's Standup Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Notes from Today's Standup,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Welcome to Our Community! Thank you for registering for the conference. Your confirmation number is 4626. We look forward to seeing you there.,Welcome to Our Community!,Thank you for registering for the conference. Your confirmation number is 4626. We look forward to seeing you there.,0
Claim Your Free iPhone Before It's Too Late Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,Claim Your Free iPhone Before It's Too Late,Act now! Your password expires today. Verify your credentials immediately at http://update-account-now.xyz/login.php or you will lose access to your account.,1
"Notes from Today's Standup Hello, your recent order #8679 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Notes from Today's Standup,"Hello, your recent order #8679 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Welcome to Our Community! Your monthly account statement for 6460 is now available in your dashboard. Let us know if you have any questions about the charges.,Welcome to Our Community!,Your monthly account statement for 6460 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Conference Registration Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Conference Registration Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
"New Blog Post: Tips for Remote Work Hello, your recent order #8213 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",New Blog Post: Tips for Remote Work,"Hello, your recent order #8213 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Unusual Login Attempt on Your Bank Account This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,Unusual Login Attempt on Your Bank Account,This is your final notice. Failure to verify your account at http://bankofamerica-alert.co/secure within 24 hours will result in permanent suspension.,1
Lunch Plans This Week? Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Lunch Plans This Week?,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Immediate Action Needed: Verify Your Email You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,Immediate Action Needed: Verify Your Email,You have 1 unclaimed reward waiting. Verify your identity at http://bit.ly/3xJa9Lm to receive your gift card before it expires tonight.,1
You've Won a $1000 Gift Card! You have 1 unclaimed reward waiting. Verify your identity at http://update-account-now.xyz/login.php to receive your gift card before it expires tonight.,You've Won a $1000 Gift Card!,You have 1 unclaimed reward waiting. Verify your identity at http://update-account-now.xyz/login.php to receive your gift card before it expires tonight.,1
Unusual Login Attempt on Your Bank Account Act now! Your password expires today. Verify your credentials immediately at http://netfl1x-billing.com/payment or you will lose access to your account.,Unusual Login Attempt on Your Bank Account,Act now! Your password expires today. Verify your credentials immediately at http://netfl1x-billing.com/payment or you will lose access to your account.,1
Reminder: Project Deadline Next Friday Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Reminder: Project Deadline Next Friday,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Your Monthly Statement Is Ready Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Monthly Statement Is Ready,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Your Password Will Expire Today - Reset Now Dear user, our records show a failed delivery attempt for your package. Click http://irs-refund-claim.net/form and pay a small redelivery fee to reschedule.",Your Password Will Expire Today - Reset Now,"Dear user, our records show a failed delivery attempt for your package. Click http://irs-refund-claim.net/form and pay a small redelivery fee to reschedule.",1
"Congratulations! You Are Our Lucky Winner Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://netfl1x-billing.com/payment",Congratulations! You Are Our Lucky Winner,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://netfl1x-billing.com/payment",1
Welcome to Our Community! Thank you for registering for the conference. Your confirmation number is 9167. We look forward to seeing you there.,Welcome to Our Community!,Thank you for registering for the conference. Your confirmation number is 9167. We look forward to seeing you there.,0
Welcome to Our Community! Your monthly account statement for 9117 is now available in your dashboard. Let us know if you have any questions about the charges.,Welcome to Our Community!,Your monthly account statement for 9117 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Confirm Your Identity to Avoid Account Closure Act now! Your password expires today. Verify your credentials immediately at http://netfl1x-billing.com/payment or you will lose access to your account.,Confirm Your Identity to Avoid Account Closure,Act now! Your password expires today. Verify your credentials immediately at http://netfl1x-billing.com/payment or you will lose access to your account.,1
Weekly Newsletter - Product Updates Thank you for registering for the conference. Your confirmation number is 1710. We look forward to seeing you there.,Weekly Newsletter - Product Updates,Thank you for registering for the conference. Your confirmation number is 1710. We look forward to seeing you there.,0
Urgent: Your Account Will Be Suspended This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,Urgent: Your Account Will Be Suspended,This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,1
Claim Your Free iPhone Before It's Too Late Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://bit.ly/3xJa9Lm within 48 hours to restore full access.,Claim Your Free iPhone Before It's Too Late,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://bit.ly/3xJa9Lm within 48 hours to restore full access.,1
"Claim Your Free iPhone Before It's Too Late Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://amaz0n-billing-support.com/confirm",Claim Your Free iPhone Before It's Too Late,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://amaz0n-billing-support.com/confirm",1
Team Meeting Rescheduled to 3 PM Please find attached invoice #5347 for services rendered in August. Payment is due within 30 days per our standard terms.,Team Meeting Rescheduled to 3 PM,Please find attached invoice #5347 for services rendered in August. Payment is due within 30 days per our standard terms.,0
New Blog Post: Tips for Remote Work Your monthly account statement for 7984 is now available in your dashboard. Let us know if you have any questions about the charges.,New Blog Post: Tips for Remote Work,Your monthly account statement for 7984 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Unusual Login Attempt on Your Bank Account This is your final notice. Failure to verify your account at http://update-account-now.xyz/login.php within 24 hours will result in permanent suspension.,Unusual Login Attempt on Your Bank Account,This is your final notice. Failure to verify your account at http://update-account-now.xyz/login.php within 24 hours will result in permanent suspension.,1
Weekly Newsletter - Product Updates Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Weekly Newsletter - Product Updates,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Your Order Has Shipped Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Your Order Has Shipped,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Urgent: Your Account Will Be Suspended This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,Urgent: Your Account Will Be Suspended,This is your final notice. Failure to verify your account at http://appleid-verify-secure.info/reset within 24 hours will result in permanent suspension.,1
Reminder: Project Deadline Next Friday Your monthly account statement for 1601 is now available in your dashboard. Let us know if you have any questions about the charges.,Reminder: Project Deadline Next Friday,Your monthly account statement for 1601 is now available in your dashboard. Let us know if you have any questions about the charges.,0
"Final Notice: Your Package Could Not Be Delivered Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",Final Notice: Your Package Could Not Be Delivered,"Dear Customer, we have detected suspicious activity on your account. Click here http://tinyurl.com/verify-now-2024 immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
"Thanks for Your Recent Purchase Hello, your recent order #8673 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Thanks for Your Recent Purchase,"Hello, your recent order #8673 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Updated Company Holiday Schedule Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Updated Company Holiday Schedule,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Security Alert: Unusual Sign-in Activity Detected We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,Security Alert: Unusual Sign-in Activity Detected,We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,1
Invoice #4521 for August Services Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Invoice #4521 for August Services,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Your Subscription Renewal Confirmation Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Your Subscription Renewal Confirmation,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Updated Company Holiday Schedule Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Updated Company Holiday Schedule,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Thanks for Your Recent Purchase Please find attached invoice #2801 for services rendered in August. Payment is due within 30 days per our standard terms.,Thanks for Your Recent Purchase,Please find attached invoice #2801 for services rendered in August. Payment is due within 30 days per our standard terms.,0
"You've Won a $1000 Gift Card! Dear user, our records show a failed delivery attempt for your package. Click http://secure-paypal-update.tk/login and pay a small redelivery fee to reschedule.",You've Won a $1000 Gift Card!,"Dear user, our records show a failed delivery attempt for your package. Click http://secure-paypal-update.tk/login and pay a small redelivery fee to reschedule.",1
"Weekly Newsletter - Product Updates Hello, your recent order #8450 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Weekly Newsletter - Product Updates,"Hello, your recent order #8450 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Action Required: Verify Your Account Now We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,Action Required: Verify Your Account Now,We were unable to process your recent payment. Please update your billing details urgently at http://bit.ly/3xJa9Lm to avoid service interruption.,1
"Urgent: Your Account Will Be Suspended Dear user, our records show a failed delivery attempt for your package. Click http://netfl1x-billing.com/payment and pay a small redelivery fee to reschedule.",Urgent: Your Account Will Be Suspended,"Dear user, our records show a failed delivery attempt for your package. Click http://netfl1x-billing.com/payment and pay a small redelivery fee to reschedule.",1
Final Notice: Your Package Could Not Be Delivered We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,Final Notice: Your Package Could Not Be Delivered,We were unable to process your recent payment. Please update your billing details urgently at http://secure-paypal-update.tk/login to avoid service interruption.,1
Welcome to Our Community! Your monthly account statement for 3385 is now available in your dashboard. Let us know if you have any questions about the charges.,Welcome to Our Community!,Your monthly account statement for 3385 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Congratulations! You Are Our Lucky Winner You have 1 unclaimed reward waiting. Verify your identity at http://irs-refund-claim.net/form to receive your gift card before it expires tonight.,Congratulations! You Are Our Lucky Winner,You have 1 unclaimed reward waiting. Verify your identity at http://irs-refund-claim.net/form to receive your gift card before it expires tonight.,1
Updated Company Holiday Schedule Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Updated Company Holiday Schedule,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
"Your Netflix Subscription Payment Was Declined Dear Customer, we have detected suspicious activity on your account. Click here http://secure-paypal-update.tk/login immediately to verify your identity or your account will be permanently suspended within 24 hours.",Your Netflix Subscription Payment Was Declined,"Dear Customer, we have detected suspicious activity on your account. Click here http://secure-paypal-update.tk/login immediately to verify your identity or your account will be permanently suspended within 24 hours.",1
Claim Your Free iPhone Before It's Too Late We were unable to process your recent payment. Please update your billing details urgently at http://amaz0n-billing-support.com/confirm to avoid service interruption.,Claim Your Free iPhone Before It's Too Late,We were unable to process your recent payment. Please update your billing details urgently at http://amaz0n-billing-support.com/confirm to avoid service interruption.,1
Conference Registration Confirmation Your monthly account statement for 7086 is now available in your dashboard. Let us know if you have any questions about the charges.,Conference Registration Confirmation,Your monthly account statement for 7086 is now available in your dashboard. Let us know if you have any questions about the charges.,0
Security Alert: Unusual Sign-in Activity Detected This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,Security Alert: Unusual Sign-in Activity Detected,This is your final notice. Failure to verify your account at http://amaz0n-billing-support.com/confirm within 24 hours will result in permanent suspension.,1
"Confirm Your Identity to Avoid Account Closure Dear user, our records show a failed delivery attempt for your package. Click http://irs-refund-claim.net/form and pay a small redelivery fee to reschedule.",Confirm Your Identity to Avoid Account Closure,"Dear user, our records show a failed delivery attempt for your package. Click http://irs-refund-claim.net/form and pay a small redelivery fee to reschedule.",1
Your Netflix Subscription Payment Was Declined You have 1 unclaimed reward waiting. Verify your identity at http://netfl1x-billing.com/payment to receive your gift card before it expires tonight.,Your Netflix Subscription Payment Was Declined,You have 1 unclaimed reward waiting. Verify your identity at http://netfl1x-billing.com/payment to receive your gift card before it expires tonight.,1
Weekly Newsletter - Product Updates Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Weekly Newsletter - Product Updates,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
You've Won a $1000 Gift Card! Your refund of $850 is ready to be processed. Click http://netfl1x-billing.com/payment now and provide your account number to receive the funds immediately.,You've Won a $1000 Gift Card!,Your refund of $850 is ready to be processed. Click http://netfl1x-billing.com/payment now and provide your account number to receive the funds immediately.,1
Lunch Plans This Week? Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,Lunch Plans This Week?,Just a friendly reminder that the project deliverable is due next Friday. Let me know if you need any help finishing up your section.,0
Reminder: Project Deadline Next Friday Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Reminder: Project Deadline Next Friday,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
"Your Order Has Shipped Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Your Order Has Shipped,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Your Order Has Shipped Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,Your Order Has Shipped,Welcome aboard! We're excited to have you join our community. Feel free to introduce yourself in the forum whenever you get a chance.,0
Team Meeting Rescheduled to 3 PM Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Team Meeting Rescheduled to 3 PM,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
New Blog Post: Tips for Remote Work Thank you for registering for the conference. Your confirmation number is 9022. We look forward to seeing you there.,New Blog Post: Tips for Remote Work,Thank you for registering for the conference. Your confirmation number is 9022. We look forward to seeing you there.,0
Your Payment Failed - Update Billing Info Immediately Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://irs-refund-claim.net/form within 48 hours to restore full access.,Your Payment Failed - Update Billing Info Immediately,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://irs-refund-claim.net/form within 48 hours to restore full access.,1
"Your Flight Itinerary for Next Week Hello, your recent order #5458 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Your Flight Itinerary for Next Week,"Hello, your recent order #5458 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
Immediate Action Needed: Verify Your Email We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,Immediate Action Needed: Verify Your Email,We were unable to process your recent payment. Please update your billing details urgently at http://irs-refund-claim.net/form to avoid service interruption.,1
"Team Meeting Rescheduled to 3 PM Hello, your recent order #4750 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",Team Meeting Rescheduled to 3 PM,"Hello, your recent order #4750 has shipped and is expected to arrive within 3-5 business days. You can track it using the carrier's website.",0
IRS Tax Refund Pending - Claim Now Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,IRS Tax Refund Pending - Claim Now,Your account has been temporarily limited due to unusual activity. Please confirm your information by clicking http://update-account-now.xyz/login.php within 48 hours to restore full access.,1
Claim Your Free iPhone Before It's Too Late Your refund of $850 is ready to be processed. Click http://bankofamerica-alert.co/secure now and provide your account number to receive the funds immediately.,Claim Your Free iPhone Before It's Too Late,Your refund of $850 is ready to be processed. Click http://bankofamerica-alert.co/secure now and provide your account number to receive the funds immediately.,1
"Immediate Action Needed: Verify Your Email Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bit.ly/3xJa9Lm",Immediate Action Needed: Verify Your Email,"Congratulations!!! You have been selected to receive a reward of $1000. To claim your prize, please click the link below and enter your bank details: http://bit.ly/3xJa9Lm",1
"Your Subscription Renewal Confirmation Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",Your Subscription Renewal Confirmation,"Hi everyone, here's this week's newsletter with updates on new features, upcoming events, and tips from the community.",0
Your Monthly Statement Is Ready Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,Your Monthly Statement Is Ready,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
Team Meeting Rescheduled to 3 PM Your monthly account statement for 5497 is now available in your dashboard. Let us know if you have any questions about the charges.,Team Meeting Rescheduled to 3 PM,Your monthly account statement for 5497 is now available in your dashboard. Let us know if you have any questions about the charges.,0
New Blog Post: Tips for Remote Work Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,New Blog Post: Tips for Remote Work,Here are the notes from today's standup: we discussed progress on the sprint tasks and identified a couple of blockers to follow up on.,0
